Date,High,Low,Open,Close,Volume,Adj Close
2018-01-01,14112.2001953125,13154.7001953125,14112.2001953125,13657.2001953125,10291200000,13657.2001953125
2018-01-02,15444.599609375,13163.599609375,13625.0,14982.099609375,16846600192,14982.099609375
2018-01-03,15572.7998046875,14844.5,14978.2001953125,15201.0,16871900160,15201.0
2018-01-04,15739.7001953125,14522.2001953125,15270.7001953125,15599.2001953125,21783199744,15599.2001953125
2018-01-05,17705.19921875,15202.7998046875,15477.2001953125,17429.5,23840899072,17429.5
2018-01-06,17712.400390625,16764.599609375,17462.099609375,17527.0,18314600448,17527.0
2018-01-07,17579.599609375,16087.7001953125,17527.30078125,16477.599609375,15866000384,16477.599609375
2018-01-08,16537.900390625,14208.2001953125,16476.19921875,15170.099609375,18413899776,15170.099609375
2018-01-09,15497.5,14424.0,15123.7001953125,14595.400390625,16659999744,14595.400390625
2018-01-10,14973.2998046875,13691.2001953125,14588.5,14973.2998046875,18500800512,14973.2998046875
2018-01-11,15018.7998046875,13105.900390625,14968.2001953125,13405.7998046875,16534099968,13405.7998046875
2018-01-12,14229.900390625,13158.099609375,13453.900390625,13980.599609375,12065699840,13980.599609375
2018-01-13,14659.5,13952.400390625,13952.400390625,14360.2001953125,12763599872,14360.2001953125
2018-01-14,14511.7998046875,13268.0,14370.7998046875,13772.0,11084099584,13772.0
2018-01-15,14445.5,13641.7001953125,13767.2998046875,13819.7998046875,12750799872,13819.7998046875
2018-01-16,13843.099609375,10194.900390625,13836.099609375,11490.5,18853799936,11490.5
2018-01-17,11678.0,9402.2900390625,11431.099609375,11188.599609375,18830600192,11188.599609375
2018-01-18,12107.2998046875,10942.5,11198.7998046875,11474.900390625,15020399616,11474.900390625
2018-01-19,11992.7998046875,11172.099609375,11429.7998046875,11607.400390625,10740400128,11607.400390625
2018-01-20,13103.0,11656.2001953125,11656.2001953125,12899.2001953125,11801700352,12899.2001953125
2018-01-21,12895.900390625,11288.2001953125,12889.2001953125,11600.099609375,9935179776,11600.099609375
2018-01-22,11966.400390625,10240.2001953125,11633.099609375,10931.400390625,10537400320,10931.400390625
2018-01-23,11377.599609375,10129.7001953125,10944.5,10868.400390625,9660609536,10868.400390625
2018-01-24,11501.400390625,10639.7998046875,10903.400390625,11359.400390625,9940989952,11359.400390625
2018-01-25,11785.7001953125,11057.400390625,11421.7001953125,11259.400390625,8873169920,11259.400390625
2018-01-26,11656.7001953125,10470.2998046875,11256.0,11171.400390625,9746199552,11171.400390625
2018-01-27,11614.900390625,10989.2001953125,11174.900390625,11440.7001953125,7583269888,11440.7001953125
2018-01-28,12040.2998046875,11475.2998046875,11475.2998046875,11786.2998046875,8350360064,11786.2998046875
2018-01-29,11875.599609375,11179.2001953125,11755.5,11296.400390625,7107359744,11296.400390625
2018-01-30,11307.2001953125,10036.2001953125,11306.7998046875,10106.2998046875,8637859840,10106.2998046875
2018-01-31,10381.599609375,9777.419921875,10108.2001953125,10221.099609375,8041160192,10221.099609375
2018-02-01,10288.7998046875,8812.2802734375,10237.2998046875,9170.5400390625,9959400448,9170.5400390625
2018-02-02,9142.2802734375,7796.490234375,9142.2802734375,8830.75,12726899712,8830.75
2018-02-03,9430.75,8251.6298828125,8852.1201171875,9174.91015625,7263790080,9174.91015625
2018-02-04,9334.8701171875,8031.22021484375,9175.7001953125,8277.009765625,7073549824,8277.009765625
2018-02-05,8364.83984375,6756.68017578125,8270.5400390625,6955.27001953125,9285289984,6955.27001953125
2018-02-06,7850.7001953125,6048.259765625,7051.75,7754.0,13999800320,7754.0
2018-02-07,8509.1103515625,7236.7900390625,7755.490234375,7621.2998046875,9169280000,7621.2998046875
2018-02-08,8558.76953125,7637.85986328125,7637.85986328125,8265.58984375,9346750464,8265.58984375
2018-02-09,8736.98046875,7884.7099609375,8271.83984375,8736.98046875,6784820224,8736.98046875
2018-02-10,9122.5498046875,8295.4697265625,8720.080078125,8621.900390625,7780960256,8621.900390625
2018-02-11,8616.1298828125,7931.10009765625,8616.1298828125,8129.97021484375,6122189824,8129.97021484375
2018-02-12,8985.919921875,8141.43017578125,8141.43017578125,8926.5703125,6256439808,8926.5703125
2018-02-13,8958.4697265625,8455.41015625,8926.7197265625,8598.3095703125,5696719872,8598.3095703125
2018-02-14,9518.5400390625,8599.919921875,8599.919921875,9494.6298828125,7909819904,9494.6298828125
2018-02-15,10234.7998046875,9395.580078125,9488.3203125,10166.400390625,9062540288,10166.400390625
2018-02-16,10324.099609375,9824.8203125,10135.7001953125,10233.900390625,7296159744,10233.900390625
2018-02-17,11139.5,10149.400390625,10207.5,11112.7001953125,8660880384,11112.7001953125
2018-02-18,11349.7998046875,10326.0,11123.400390625,10551.7998046875,8744009728,10551.7998046875
2018-02-19,11273.7998046875,10513.2001953125,10552.599609375,11225.2998046875,7652089856,11225.2998046875
2018-02-20,11958.5,11231.7998046875,11231.7998046875,11403.7001953125,9926540288,11403.7001953125
2018-02-21,11418.5,10479.099609375,11372.2001953125,10690.400390625,9405339648,10690.400390625
2018-02-22,11039.099609375,9939.08984375,10660.400390625,10005.0,8040079872,10005.0
2018-02-23,10487.2998046875,9734.5595703125,9937.0703125,10301.099609375,7739500032,10301.099609375
2018-02-24,10597.2001953125,9546.9697265625,10287.7001953125,9813.0703125,6917929984,9813.0703125
2018-02-25,9923.2197265625,9407.0595703125,9796.419921875,9664.73046875,5706939904,9664.73046875
2018-02-26,10475.0,9501.73046875,9669.4296875,10366.7001953125,7287690240,10366.7001953125
2018-02-27,10878.5,10246.099609375,10393.900390625,10725.599609375,6966179840,10725.599609375
2018-02-28,11089.7998046875,10393.099609375,10687.2001953125,10397.900390625,6936189952,10397.900390625
2018-03-01,11052.2998046875,10352.7001953125,10385.0,10951.0,7317279744,10951.0
2018-03-02,11189.0,10850.099609375,10977.400390625,11086.400390625,7620590080,11086.400390625
2018-03-03,11528.2001953125,11002.400390625,11101.900390625,11489.7001953125,6690570240,11489.7001953125
2018-03-04,11512.599609375,11136.099609375,11497.400390625,11512.599609375,6084149760,11512.599609375
2018-03-05,11704.099609375,11443.900390625,11532.400390625,11573.2998046875,6468539904,11573.2998046875
2018-03-06,11500.099609375,10694.2998046875,11500.099609375,10779.900390625,6832169984,10779.900390625
2018-03-07,10929.5,9692.1201171875,10803.900390625,9965.5703125,8797910016,9965.5703125
2018-03-08,10147.400390625,9335.8701171875,9951.4404296875,9395.009765625,7186089984,9395.009765625
2018-03-09,9466.349609375,8513.0302734375,9414.6904296875,9337.5498046875,8704190464,9337.5498046875
2018-03-10,9531.3203125,8828.4697265625,9350.58984375,8866.0,5386319872,8866.0
2018-03-11,9711.8896484375,8607.1201171875,8852.7802734375,9578.6298828125,6296370176,9578.6298828125
2018-03-12,9937.5,8956.4296875,9602.9296875,9205.1201171875,6457399808,9205.1201171875
2018-03-13,9470.3798828125,8958.1904296875,9173.0400390625,9194.849609375,5991139840,9194.849609375
2018-03-14,9355.849609375,8068.58984375,9214.650390625,8269.8095703125,6438230016,8269.8095703125
2018-03-15,8428.349609375,7783.0498046875,8290.759765625,8300.8603515625,6834429952,8300.8603515625
2018-03-16,8585.150390625,8005.31005859375,8322.91015625,8338.349609375,5289379840,8338.349609375
2018-03-17,8346.5302734375,7812.81982421875,8321.91015625,7916.8798828125,4426149888,7916.8798828125
2018-03-18,8245.509765625,7397.990234375,7890.52001953125,8223.6796875,6639190016,8223.6796875
2018-03-19,8675.8701171875,8182.39990234375,8344.1201171875,8630.650390625,6729110016,8630.650390625
2018-03-20,9051.01953125,8389.8896484375,8619.669921875,8913.4697265625,6361789952,8913.4697265625
2018-03-21,9177.3701171875,8846.330078125,8937.48046875,8929.2802734375,6043129856,8929.2802734375
2018-03-22,9100.7099609375,8564.900390625,8939.4404296875,8728.4697265625,5530390016,8728.4697265625
2018-03-23,8879.6201171875,8360.6201171875,8736.25,8879.6201171875,5954120192,8879.6201171875
2018-03-24,8996.1796875,8665.7001953125,8901.9501953125,8668.1201171875,5664600064,8668.1201171875
2018-03-25,8530.080078125,7921.43017578125,8498.4697265625,8209.400390625,5921039872,8209.400390625
2018-03-25,8682.009765625,8449.099609375,8612.8095703125,8495.7802734375,4569880064,8495.7802734375
