Date,High,Low,Open,Close,Volume,Adj Close
2018-01-01,782.530029296875,742.0040283203125,755.7570190429688,772.6409912109375,2595760128,772.6409912109375
2018-01-02,914.8300170898438,772.3460083007812,772.3460083007812,884.4439697265625,5783349760,884.4439697265625
2018-01-03,974.4710083007812,868.4509887695312,886.0,962.719970703125,5093159936,962.719970703125
2018-01-04,1045.0799560546875,946.0859985351562,961.7130126953125,980.9219970703125,6502859776,980.9219970703125
2018-01-05,1075.3900146484375,956.3250122070312,975.75,997.719970703125,6683149824,997.719970703125
2018-01-06,1060.7099609375,994.6220092773438,995.1539916992188,1041.6800537109375,4662219776,1041.6800537109375
2018-01-07,1153.1700439453125,1043.010009765625,1043.010009765625,1153.1700439453125,5569880064,1153.1700439453125
2018-01-08,1266.9300537109375,1016.0499877929688,1158.260009765625,1148.530029296875,8450970112,1148.530029296875
2018-01-09,1320.97998046875,1145.489990234375,1146.0,1299.739990234375,7965459968,1299.739990234375
2018-01-10,1417.3800048828125,1226.5999755859375,1300.3399658203125,1255.8199462890625,9214950400,1255.8199462890625
2018-01-11,1337.300048828125,1135.1700439453125,1268.0899658203125,1154.9300537109375,7235899904,1154.9300537109375
2018-01-12,1296.0400390625,1120.0899658203125,1158.2900390625,1273.199951171875,5222300160,1273.199951171875
2018-01-13,1432.8800048828125,1270.469970703125,1270.469970703125,1396.4200439453125,5746760192,1396.4200439453125
2018-01-14,1400.56005859375,1286.2099609375,1397.47998046875,1366.77001953125,4841630208,1366.77001953125
2018-01-15,1390.5899658203125,1290.5999755859375,1365.2099609375,1291.9200439453125,4781100032,1291.9200439453125
2018-01-16,1292.6300048828125,875.5449829101562,1292.6300048828125,1053.68994140625,8405139968,1053.68994140625
2018-01-17,1090.22998046875,780.9219970703125,1061.3399658203125,1014.25,8545160192,1014.25
2018-01-18,1100.31005859375,967.7589721679688,1016.4400024414062,1036.280029296875,5938319872,1036.280029296875
2018-01-19,1093.219970703125,1003.7100219726562,1028.8199462890625,1039.0999755859375,4084450048,1039.0999755859375
2018-01-20,1167.1099853515625,1044.949951171875,1044.949951171875,1155.1500244140625,3975190016,1155.1500244140625
2018-01-21,1155.6800537109375,1021.5,1155.6800537109375,1049.5799560546875,3378089984,1049.5799560546875
2018-01-22,1089.0999755859375,930.7410278320312,1055.3499755859375,1003.260009765625,3810099968,1003.260009765625
2018-01-23,1023.22998046875,920.5399780273438,1004.1699829101562,986.22900390625,3556699904,986.22900390625
2018-01-24,1062.43994140625,965.8079833984375,987.4769897460938,1058.780029296875,3944039936,1058.780029296875
2018-01-25,1104.6600341796875,1034.739990234375,1063.219970703125,1056.030029296875,4050190080,1056.030029296875
2018-01-26,1080.5999755859375,996.7839965820312,1052.699951171875,1055.1700439453125,3617690112,1055.1700439453125
2018-01-27,1121.97998046875,1042.1199951171875,1055.75,1107.0699462890625,3002870016,1107.0699462890625
2018-01-28,1257.77001953125,1111.780029296875,1111.780029296875,1246.010009765625,5372329984,1246.010009765625
2018-01-29,1256.699951171875,1169.0799560546875,1246.699951171875,1182.3599853515625,3715079936,1182.3599853515625
2018-01-30,1184.6300048828125,1058.969970703125,1184.1300048828125,1071.1300048828125,4107859968,1071.1300048828125
2018-01-31,1128.6600341796875,1034.5,1071.0899658203125,1118.31005859375,3757560064,1118.31005859375
2018-02-01,1161.3499755859375,984.8189697265625,1119.3699951171875,1036.7900390625,5261680128,1036.7900390625
2018-02-02,1035.77001953125,757.97998046875,1035.77001953125,915.7849731445312,6713290240,915.7849731445312
2018-02-03,991.9429931640625,847.6900024414062,919.2109985351562,964.0189819335938,3243480064,964.0189819335938
2018-02-04,969.031982421875,805.0640258789062,964.6669921875,834.6820068359375,2997090048,834.6820068359375
2018-02-05,856.64599609375,644.5989990234375,834.9580078125,697.9509887695312,4269530112,697.9509887695312
2018-02-06,796.4390258789062,574.4190063476562,707.7369995117188,793.1220092773438,6518269952,793.1220092773438
2018-02-07,851.2000122070312,723.4329833984375,790.427978515625,757.0679931640625,3896179968,757.0679931640625
2018-02-08,845.0859985351562,755.843017578125,755.843017578125,817.8070068359375,3708189952,817.8070068359375
2018-02-09,884.0040283203125,788.833984375,818.47998046875,883.864990234375,2495820032,883.864990234375
2018-02-10,917.4000244140625,825.5770263671875,882.4669799804688,860.4149780273438,2930530048,860.4149780273438
2018-02-11,859.2880249023438,788.2219848632812,859.2880249023438,814.6599731445312,2486650112,814.6599731445312
2018-02-12,875.93701171875,817.5079956054688,817.5079956054688,868.7069702148438,2243450112,868.7069702148438
2018-02-13,870.708984375,828.8369750976562,869.2930297851562,845.2579956054688,2081170048,845.2579956054688
2018-02-14,926.4290161132812,844.2789916992188,844.2789916992188,923.5609741210938,2818370048,923.5609741210938
2018-02-15,951.947998046875,911.1110229492188,923.72802734375,936.9760131835938,2900100096,936.9760131835938
2018-02-16,950.0050048828125,917.8480224609375,934.7860107421875,944.2100219726562,2369449984,944.2100219726562
2018-02-17,976.594970703125,940.7540283203125,944.7479858398438,974.114990234375,2525720064,974.114990234375
2018-02-18,982.9329833984375,915.4450073242188,973.3489990234375,923.9210205078125,2567290112,923.9210205078125
2018-02-19,957.7769775390625,921.5540161132812,921.6680297851562,943.864990234375,2169019904,943.864990234375
2018-02-20,965.2650146484375,892.9539794921875,943.5670166015625,895.3709716796875,2545260032,895.3709716796875
2018-02-21,912.375,830.56298828125,894.135009765625,849.9710083007812,2531729920,849.9710083007812
2018-02-22,875.926025390625,802.6680297851562,849.2620239257812,812.844970703125,2150370048,812.844970703125
2018-02-23,886.3179931640625,794.791015625,811.5850219726562,864.1890258789062,2334820096,864.1890258789062
2018-02-24,879.531005859375,818.5499877929688,861.593017578125,840.5150146484375,1926579968,840.5150146484375
2018-02-25,853.14599609375,822.3809814453125,839.458984375,844.8099975585938,1646960000,844.8099975585938
2018-02-26,880.3920288085938,842.3189697265625,845.2780151367188,869.3150024414062,2044480000,869.3150024414062
2018-02-27,896.2589721679688,867.0969848632812,870.364990234375,878.2650146484375,2053980032,878.2650146484375
2018-02-28,890.1079711914062,855.1240234375,877.9340209960938,855.198974609375,1963980032,855.198974609375
2018-03-01,880.302001953125,851.9199829101562,856.0120239257812,872.2000122070312,1868519936,872.2000122070312
2018-03-02,876.3779907226562,852.4219970703125,871.7639770507812,856.85302734375,1894419968,856.85302734375
2018-03-03,868.4539794921875,855.2069702148438,856.7109985351562,857.2249755859375,1699369984,857.2249755859375
2018-03-04,867.9500122070312,840.280029296875,856.1859741210938,866.677978515625,1697939968,866.677978515625
2018-03-05,869.9199829101562,853.52001953125,866.8460083007812,853.6840209960938,1898489984,853.6840209960938
2018-03-06,853.8170166015625,809.9310302734375,853.8170166015625,816.9509887695312,1943069952,816.9509887695312
2018-03-07,825.6069946289062,726.5469970703125,816.27099609375,752.8309936523438,2175419904,752.8309936523438
2018-03-08,773.7670288085938,696.1690063476562,752.5700073242188,704.5960083007812,1891640064,704.5960083007812
2018-03-09,729.156005859375,648.1069946289062,702.197021484375,728.916015625,2233019904,728.916015625
2018-03-10,748.031005859375,682.6950073242188,730.1599731445312,686.8900146484375,1532960000,686.8900146484375
2018-03-11,735.8309936523438,668.1229858398438,685.31201171875,723.3389892578125,1562680064,723.3389892578125
2018-03-12,742.5139770507812,683.2680053710938,724.406005859375,699.8309936523438,1764999936,699.8309936523438
2018-03-13,713.7349853515625,682.3499755859375,698.1530151367188,690.8270263671875,1425959936,690.8270263671875
2018-03-14,702.7839965820312,594.0999755859375,691.218994140625,614.291015625,1810560000,614.291015625
2018-03-15,620.6160278320312,579.5050048828125,614.8389892578125,611.3040161132812,1770460032,611.3040161132812
2018-03-16,623.1680297851562,587.8619995117188,611.7780151367188,601.666015625,1417350016,601.666015625
2018-03-17,609.1510009765625,549.0960083007812,601.677978515625,552.7789916992188,1267810048,552.7789916992188
